task,model,reasoning,difficulty_sd,tokens,performance,exact15
MinMax,openai__gpt-oss-120b,high,16.0,155,1.0,0
MinMax,openai__gpt-oss-120b,high,2.0,67,1.0,0
MinMax,openai__gpt-oss-120b,high,19.0,70,1.0,0
MinMax,openai__gpt-oss-120b,high,12.0,86,1.0,0
MinMax,openai__gpt-oss-120b,high,15.0,113,1.0,0
MinMax,openai__gpt-oss-120b,high,11.0,81,1.0,0
MinMax,openai__gpt-oss-120b,high,5.0,88,1.0,0
MinMax,openai__gpt-oss-120b,high,4.0,75,1.0,0
MinMax,openai__gpt-oss-120b,high,6.0,70,1.0,0
MinMax,openai__gpt-oss-120b,high,9.0,63,1.0,0
MinMax,openai__gpt-oss-120b,high,20.0,95,1.0,0
MinMax,openai__gpt-oss-120b,high,9.0,88,1.0,0
MinMax,openai__gpt-oss-120b,high,8.0,74,1.0,0
MinMax,openai__gpt-oss-120b,high,11.0,88,1.0,0
MinMax,openai__gpt-oss-120b,high,14.0,87,1.0,0
MinMax,openai__gpt-oss-120b,high,18.0,111,1.0,0
MinMax,openai__gpt-oss-120b,high,15.0,156,1.0,0
MinMax,openai__gpt-oss-120b,high,17.0,103,1.0,0
MinMax,openai__gpt-oss-120b,high,6.0,77,1.0,0
MinMax,openai__gpt-oss-120b,high,9.0,115,1.0,0
MinMax,openai__gpt-oss-120b,high,16.0,81,1.0,0
MinMax,openai__gpt-oss-120b,high,16.0,74,1.0,0
MinMax,openai__gpt-oss-120b,high,10.0,74,1.0,0
MinMax,openai__gpt-oss-120b,high,9.0,543,1.0,0
MinMax,openai__gpt-oss-120b,high,21.0,247,1.0,0
MinMax,openai__gpt-oss-120b,high,9.0,89,1.0,0
MinMax,openai__gpt-oss-120b,high,10.0,110,1.0,0
MinMax,openai__gpt-oss-120b,high,0.0,46,1.0,0
MinMax,openai__gpt-oss-120b,high,9.0,112,1.0,0
MinMax,openai__gpt-oss-120b,high,3.0,78,1.0,0
MinMax,openai__gpt-oss-120b,high,4.0,81,1.0,0
MinMax,openai__gpt-oss-120b,high,7.0,80,1.0,0
MinMax,openai__gpt-oss-120b,high,9.0,102,1.0,0
MinMax,openai__gpt-oss-120b,high,8.0,64,1.0,0
MinMax,openai__gpt-oss-120b,high,14.0,80,1.0,0
MinMax,openai__gpt-oss-120b,high,6.0,71,1.0,0
MinMax,openai__gpt-oss-120b,high,11.0,157,1.0,0
MinMax,openai__gpt-oss-120b,high,5.0,77,1.0,0
MinMax,openai__gpt-oss-120b,high,19.0,114,1.0,0
MinMax,openai__gpt-oss-120b,high,26.0,84,1.0,0
MinMax,openai__gpt-oss-120b,high,9.0,104,1.0,0
MinMax,openai__gpt-oss-120b,high,14.0,72,1.0,0
MinMax,openai__gpt-oss-120b,high,2.0,78,1.0,0
MinMax,openai__gpt-oss-120b,high,9.0,101,1.0,0
MinMax,openai__gpt-oss-120b,high,9.0,101,1.0,0
MinMax,openai__gpt-oss-120b,high,7.0,107,1.0,0
MinMax,openai__gpt-oss-120b,high,7.0,74,0.0,0
MinMax,openai__gpt-oss-120b,high,8.0,89,1.0,0
MinMax,openai__gpt-oss-120b,high,22.0,129,1.0,0
MinMax,openai__gpt-oss-120b,high,8.0,204,1.0,0
MinMax,openai__gpt-oss-120b,high,15.0,97,1.0,0
MinMax,openai__gpt-oss-120b,high,8.0,76,1.0,0
MinMax,openai__gpt-oss-120b,high,7.0,75,1.0,0
MinMax,openai__gpt-oss-120b,high,17.0,85,1.0,0
MinMax,openai__gpt-oss-120b,high,8.0,87,1.0,0
MinMax,openai__gpt-oss-120b,high,17.0,87,1.0,0
MinMax,openai__gpt-oss-120b,high,2.0,69,1.0,0
MinMax,openai__gpt-oss-120b,high,16.0,120,1.0,0
MinMax,openai__gpt-oss-120b,high,19.0,124,1.0,0
MinMax,openai__gpt-oss-120b,high,11.0,89,1.0,0
MinMax,openai__gpt-oss-120b,high,23.0,130,1.0,0
MinMax,openai__gpt-oss-120b,high,14.0,98,1.0,0
MinMax,openai__gpt-oss-120b,high,21.0,86,1.0,0
MinMax,openai__gpt-oss-120b,high,13.0,79,1.0,0
MinMax,openai__gpt-oss-120b,high,18.0,102,1.0,0
MinMax,openai__gpt-oss-120b,high,3.0,70,1.0,0
MinMax,openai__gpt-oss-120b,high,18.0,96,0.0,0
MinMax,openai__gpt-oss-120b,high,8.0,77,1.0,0
MinMax,openai__gpt-oss-120b,high,4.0,97,1.0,0
MinMax,openai__gpt-oss-120b,high,11.0,105,1.0,0
MinMax,openai__gpt-oss-120b,high,7.0,103,1.0,0
MinMax,openai__gpt-oss-120b,high,8.0,121,1.0,0
MinMax,openai__gpt-oss-120b,high,6.0,86,1.0,0
MinMax,openai__gpt-oss-120b,high,11.0,98,1.0,0
MinMax,openai__gpt-oss-120b,high,6.0,101,1.0,0
MinMax,openai__gpt-oss-120b,high,10.0,74,1.0,0
MinMax,openai__gpt-oss-120b,high,16.0,83,1.0,0
MinMax,openai__gpt-oss-120b,high,12.0,119,1.0,0
MinMax,openai__gpt-oss-120b,high,6.0,88,1.0,0
MinMax,openai__gpt-oss-120b,high,19.0,90,1.0,0
MinMax,openai__gpt-oss-120b,high,0.0,69,1.0,0
MinMax,openai__gpt-oss-120b,high,23.0,716,1.0,0
MinMax,openai__gpt-oss-120b,high,14.0,285,1.0,0
MinMax,openai__gpt-oss-120b,high,18.0,87,1.0,0
MinMax,openai__gpt-oss-120b,high,8.0,74,1.0,0
MinMax,openai__gpt-oss-120b,high,10.0,80,1.0,0
MinMax,openai__gpt-oss-120b,high,19.0,87,0.0,0
MinMax,openai__gpt-oss-120b,high,9.0,117,1.0,0
MinMax,openai__gpt-oss-120b,high,4.0,98,1.0,0
MinMax,openai__gpt-oss-120b,high,6.0,85,1.0,0
MinMax,openai__gpt-oss-120b,high,14.0,103,1.0,0
MinMax,openai__gpt-oss-120b,high,7.0,66,1.0,0
MinMax,openai__gpt-oss-120b,high,13.0,131,1.0,0
MinMax,openai__gpt-oss-120b,high,8.0,71,1.0,0
MinMax,openai__gpt-oss-120b,high,8.0,166,1.0,0
MinMax,openai__gpt-oss-120b,high,7.0,72,1.0,0
MinMax,openai__gpt-oss-120b,high,19.0,136,1.0,0
MinMax,openai__gpt-oss-120b,high,7.0,64,1.0,0
MinMax,openai__gpt-oss-120b,high,0.0,52,1.0,0
MinMax,openai__gpt-oss-120b,high,8.0,87,1.0,0
MinMax,openai__gpt-oss-120b,high,12.0,72,1.0,0
MinMax,openai__gpt-oss-120b,high,6.0,101,1.0,0
MinMax,openai__gpt-oss-120b,high,7.0,81,1.0,0
MinMax,openai__gpt-oss-120b,high,22.0,89,1.0,0
MinMax,openai__gpt-oss-120b,high,6.0,72,1.0,0
MinMax,openai__gpt-oss-120b,high,8.0,85,1.0,0
MinMax,openai__gpt-oss-120b,high,11.0,134,0.0,0
MinMax,openai__gpt-oss-120b,high,15.0,97,1.0,0
MinMax,openai__gpt-oss-120b,high,20.0,109,1.0,0
MinMax,openai__gpt-oss-120b,high,23.0,767,1.0,0
MinMax,openai__gpt-oss-120b,high,15.0,96,1.0,0
MinMax,openai__gpt-oss-120b,high,22.0,126,1.0,0
MinMax,openai__gpt-oss-120b,high,1.0,66,1.0,0
MinMax,openai__gpt-oss-120b,high,15.0,100,1.0,0
MinMax,openai__gpt-oss-120b,high,25.0,113,1.0,0
MinMax,openai__gpt-oss-120b,high,15.0,117,1.0,0
MinMax,openai__gpt-oss-120b,high,27.0,106,1.0,0
MinMax,openai__gpt-oss-120b,high,0.0,71,1.0,0
MinMax,openai__gpt-oss-120b,high,23.0,199,1.0,0
MinMax,openai__gpt-oss-120b,high,12.0,73,1.0,0
MinMax,openai__gpt-oss-120b,high,22.0,95,1.0,0
MinMax,openai__gpt-oss-120b,high,7.0,81,1.0,0
MinMax,openai__gpt-oss-120b,high,20.0,84,1.0,0
MinMax,openai__gpt-oss-120b,high,21.0,89,1.0,0
MinMax,openai__gpt-oss-120b,high,0.0,82,1.0,0
MinMax,openai__gpt-oss-120b,high,4.0,67,1.0,0
MinMax,openai__gpt-oss-120b,high,2.0,81,1.0,0
MinMax,openai__gpt-oss-120b,high,12.0,92,1.0,0
MinMax,openai__gpt-oss-120b,high,3.0,71,1.0,0
MinMax,openai__gpt-oss-120b,high,11.0,73,1.0,0
MinMax,openai__gpt-oss-120b,high,5.0,105,1.0,0
MinMax,openai__gpt-oss-120b,high,12.0,113,1.0,0
MinMax,openai__gpt-oss-120b,high,10.0,107,1.0,0
MinMax,openai__gpt-oss-120b,high,12.0,87,1.0,0
MinMax,openai__gpt-oss-120b,high,4.0,98,1.0,0
MinMax,openai__gpt-oss-120b,high,26.0,173,1.0,0
MinMax,openai__gpt-oss-120b,high,10.0,70,1.0,0
MinMax,openai__gpt-oss-120b,high,11.0,240,1.0,0
MinMax,openai__gpt-oss-120b,high,11.0,70,1.0,0
MinMax,openai__gpt-oss-120b,high,2.0,63,1.0,0
MinMax,openai__gpt-oss-120b,high,19.0,81,1.0,0
MinMax,openai__gpt-oss-120b,high,8.0,83,1.0,0
MinMax,openai__gpt-oss-120b,high,23.0,134,1.0,0
MinMax,openai__gpt-oss-120b,high,1.0,79,1.0,0
MinMax,openai__gpt-oss-120b,high,13.0,85,1.0,0
MinMax,openai__gpt-oss-120b,high,6.0,120,1.0,0
MinMax,openai__gpt-oss-120b,high,5.0,79,1.0,0
MinMax,openai__gpt-oss-120b,high,7.0,163,1.0,0
MinMax,openai__gpt-oss-120b,high,23.0,75,1.0,0
MinMax,openai__gpt-oss-120b,high,2.0,78,1.0,0
MinMax,openai__gpt-oss-120b,high,4.0,67,1.0,0
MinMax,openai__gpt-oss-120b,high,17.0,88,1.0,0
MinMax,openai__gpt-oss-120b,high,9.0,76,1.0,0
MinMax,openai__gpt-oss-120b,high,12.0,106,1.0,0
MinMax,openai__gpt-oss-120b,high,7.0,118,1.0,0
MinMax,openai__gpt-oss-120b,high,7.0,103,1.0,0
MinMax,openai__gpt-oss-120b,high,22.0,116,1.0,0
MinMax,openai__gpt-oss-120b,high,14.0,78,1.0,0
MinMax,openai__gpt-oss-120b,high,18.0,167,1.0,0
MinMax,openai__gpt-oss-120b,high,14.0,103,1.0,0
MinMax,openai__gpt-oss-120b,high,18.0,123,1.0,0
MinMax,openai__gpt-oss-120b,high,21.0,225,1.0,0
MinMax,openai__gpt-oss-120b,high,13.0,92,1.0,0
MinMax,openai__gpt-oss-120b,high,27.0,79,1.0,0
MinMax,openai__gpt-oss-120b,high,20.0,565,1.0,0
MinMax,openai__gpt-oss-120b,high,0.0,88,1.0,0
MinMax,openai__gpt-oss-120b,high,4.0,127,1.0,0
MinMax,openai__gpt-oss-120b,high,24.0,117,1.0,0
MinMax,openai__gpt-oss-120b,high,8.0,96,1.0,0
MinMax,openai__gpt-oss-120b,high,2.0,54,1.0,0
MinMax,openai__gpt-oss-120b,high,12.0,101,1.0,0
MinMax,openai__gpt-oss-120b,high,1.0,60,1.0,0
MinMax,openai__gpt-oss-120b,high,11.0,95,1.0,0
MinMax,openai__gpt-oss-120b,high,20.0,141,1.0,0
MinMax,openai__gpt-oss-120b,high,7.0,75,1.0,0
MinMax,openai__gpt-oss-120b,high,15.0,74,1.0,0
MinMax,openai__gpt-oss-120b,high,4.0,76,1.0,0
MinMax,openai__gpt-oss-120b,high,14.0,100,1.0,0
MinMax,openai__gpt-oss-120b,high,20.0,109,1.0,0
MinMax,openai__gpt-oss-120b,high,3.0,59,1.0,0
MinMax,openai__gpt-oss-120b,high,19.0,159,1.0,0
MinMax,openai__gpt-oss-120b,high,3.0,66,1.0,0
MinMax,openai__gpt-oss-120b,high,13.0,93,1.0,0
MinMax,openai__gpt-oss-120b,high,5.0,71,1.0,0
MinMax,openai__gpt-oss-120b,high,6.0,84,1.0,0
MinMax,openai__gpt-oss-120b,high,19.0,171,1.0,0
MinMax,openai__gpt-oss-120b,high,20.0,87,1.0,0
MinMax,openai__gpt-oss-120b,high,4.0,78,1.0,0
MinMax,openai__gpt-oss-120b,high,10.0,97,1.0,0
MinMax,openai__gpt-oss-120b,high,0.0,81,1.0,0
MinMax,openai__gpt-oss-120b,high,16.0,203,1.0,0
MinMax,openai__gpt-oss-120b,high,10.0,86,1.0,0
MinMax,openai__gpt-oss-120b,high,29.0,94,1.0,0
MinMax,openai__gpt-oss-120b,high,21.0,165,1.0,0
MinMax,openai__gpt-oss-120b,high,5.0,75,1.0,0
MinMax,openai__gpt-oss-120b,high,14.0,122,1.0,0
MinMax,openai__gpt-oss-120b,high,9.0,65,1.0,0
MinMax,openai__gpt-oss-120b,high,16.0,89,1.0,0
MinMax,openai__gpt-oss-120b,high,14.0,124,1.0,0
MinMax,openai__gpt-oss-120b,high,10.0,82,1.0,0
MinMax,openai__gpt-oss-120b,high,0.0,90,1.0,0
MinMax,openai__gpt-oss-120b,high,5.0,89,1.0,0
MinMax,openai__gpt-oss-120b,high,10.0,100,1.0,0
MinMax,openai__gpt-oss-120b,high,4.0,79,1.0,0
MinMax,openai__gpt-oss-120b,high,6.0,99,1.0,0
MinMax,openai__gpt-oss-120b,high,24.0,111,1.0,0
MinMax,openai__gpt-oss-120b,high,21.0,162,1.0,0
MinMax,openai__gpt-oss-120b,high,8.0,133,1.0,0
MinMax,openai__gpt-oss-120b,high,8.0,79,1.0,0
MinMax,openai__gpt-oss-120b,high,20.0,67,1.0,0
MinMax,openai__gpt-oss-120b,high,18.0,159,1.0,0
MinMax,openai__gpt-oss-120b,high,10.0,86,1.0,0
MinMax,openai__gpt-oss-120b,high,15.0,121,1.0,0
MinMax,openai__gpt-oss-120b,high,5.0,69,1.0,0
MinMax,openai__gpt-oss-120b,high,3.0,73,1.0,0
MinMax,openai__gpt-oss-120b,high,0.0,63,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,8.0,20,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,13.0,24,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,24.0,21,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,19.0,26,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,15.0,22,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,19.0,27,0.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,2.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,18.0,24,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,4.0,19,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,4.0,18,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,14.0,22,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,0.0,22,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,13.0,21,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,18.0,22,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,8.0,14,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,3.0,18,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,4.0,14,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,26.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,9.0,22,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,19.0,22,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,14.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,1.0,21,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,8.0,21,0.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,19.0,27,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,26.0,22,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,13.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,8.0,33,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,3.0,15,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,1.0,21,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,10.0,16,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,12.0,26,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,14.0,16,0.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,26.0,22,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,15.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,7.0,21,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,13.0,18,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,11.0,18,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,9.0,21,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,0.0,13,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,7.0,24,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,4.0,10,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,7.0,25,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,1.0,19,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,8.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,15.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,7.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,17.0,20,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,4.0,20,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,12.0,20,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,18.0,20,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,16.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,18.0,22,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,4.0,16,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,8.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,22.0,27,0.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,11.0,19,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,7.0,27,0.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,3.0,18,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,7.0,20,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,11.0,14,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,18.0,18,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,2.0,16,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,0.0,17,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,18.0,27,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,6.0,18,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,6.0,21,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,11.0,21,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,10.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,0.0,29,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,6.0,11,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,6.0,17,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,12.0,26,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,7.0,21,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,13.0,19,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,8.0,28,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,13.0,20,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,1.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,7.0,22,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,11.0,20,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,22.0,24,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,11.0,20,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,5.0,15,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,4.0,19,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,25.0,21,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,19.0,27,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,18.0,21,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,18.0,29,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,17.0,21,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,1.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,9.0,11,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,17.0,19,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,4.0,18,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,1.0,13,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,5.0,21,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,0.0,20,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,27.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,12.0,24,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,9.0,24,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,12.0,22,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,14.0,17,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,9.0,21,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,14.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,1.0,19,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,2.0,14,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,6.0,18,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,6.0,22,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,13.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,4.0,24,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,20.0,27,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,17.0,22,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,3.0,22,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,11.0,16,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,15.0,19,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,4.0,20,0.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,0.0,19,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,14.0,22,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,17.0,20,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,15.0,19,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,9.0,22,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,12.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,7.0,22,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,20.0,33,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,1.0,16,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,10.0,21,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,7.0,18,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,7.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,8.0,19,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,8.0,22,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,16.0,19,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,11.0,21,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,11.0,20,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,8.0,28,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,16.0,20,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,6.0,24,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,16.0,19,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,9.0,19,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,7.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,13.0,20,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,17.0,25,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,14.0,24,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,8.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,11.0,13,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,6.0,19,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,10.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,24.0,26,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,19.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,14.0,18,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,5.0,21,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,2.0,21,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,14.0,18,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,0.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,12.0,15,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,5.0,21,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,8.0,27,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,12.0,22,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,5.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,13.0,19,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,19.0,26,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,15.0,22,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,10.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,6.0,17,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,12.0,21,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,10.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,1.0,19,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,6.0,12,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,17.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,9.0,22,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,7.0,21,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,7.0,25,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,8.0,27,0.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,22.0,31,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,4.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,4.0,23,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,1.0,21,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,2.0,21,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,12.0,20,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,11.0,21,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,17.0,24,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,7.0,16,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,20.0,19,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,10.0,19,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,10.0,17,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,5.0,20,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,12.0,28,1.0,0
MinMax,qwen__qwen3-235b-a22b-2507,none,18.0,21,1.0,0
